BirthYear,EducDeg,MonthSal,GeoLivArea,Children,ClaimsRate,PremMotor,PremHousehold,PremHealth,PremLife,PremWork,TotalPrem
1964,1,2219.0,2,1,1.0,182.59,327.85,217.93,52.01,68.79,849.1700000000001
1962,3,3386.0,1,1,0.93,224.82,482.3,183.59,30.56,73.46000000000001,994.73
1939,3,4139.0,1,0,0.34,335.62,88.9,215.93,2.8900000000000006,-0.21999999999999886,643.12
1955,3,2797.0,3,1,0.72,412.19,216.7,83.35,2.8900000000000006,51.230000000000004,766.36
1992,4,1261.0,1,1,0.53,314.06,138.35,216.82,13.67,9.89,692.79
1956,1,3560.0,1,0,0.39,319.17,220.05,74.46,69.79,67.57,751.04
1952,2,2958.0,1,1,0.61,253.38,417.85,158.14,59.790000000000006,54.12,943.28
1960,2,2824.0,2,0,0.46,332.62,28.349999999999994,196.48,32.45,22.78,612.6800000000001
1963,3,2699.0,4,1,0.14,509.54,-25.55000000000001,72.68,-1.1099999999999994,-7.0,548.5600000000001
1944,3,3969.0,1,0,0.34,346.51,48.900000000000006,189.37,9.780000000000001,18.56,613.1199999999999
1959,3,3211.0,4,1,0.59,344.62,72.8,151.03,39.34,41.45,649.2400000000001
1970,3,1669.0,4,0,0.92,224.71,442.3,212.93,59.010000000000005,16.89,955.84
1953,3,3920.0,4,0,1.08,320.17,387.85,115.8,10.889999999999999,88.57,923.28
1954,2,3428.0,1,1,0.74,155.25,485.1,223.82,100.13,0.7800000000000011,965.08
1968,2,2550.0,4,0,0.85,517.21,94.45,57.00999999999999,3.0,7.890000000000001,679.5600000000001
1941,2,4404.0,4,0,0.76,161.14,33.900000000000006,330.84,47.12,44.12,617.12
1972,2,2255.0,4,1,0.25,140.25,432.85,97.24,125.19,122.525,944.2800000000001
1976,3,2168.0,1,1,0.97,404.63,33.900000000000006,169.92,13.78,-0.10999999999999943,622.1199999999999
1986,3,1468.0,4,1,0.73,198.48,190.05,288.5,0.8900000000000006,52.12,730.04
1992,2,1266.0,1,1,0.42,53.900000000000034,636.525,264.16,77.68,83.57,1137.7600000000002
1990,2,991.0,1,1,1.01,203.26,108.35,159.03,125.19,60.68,677.68
1974,2,2404.0,4,1,1.1,348.51,-70.0,150.25,57.01,39.23,525.0
1982,2,1388.0,1,1,0.86,214.15,442.85,163.03,71.68,79.57,971.28
1950,1,3322.0,3,0,0.63,151.03,67.8,287.5,51.12,58.79,616.2399999999999
1961,1,2695.0,3,1,0.17999999999999994,355.29,230.05,114.8,50.12,12.78,763.04
1970,2,1939.0,1,1,0.91,546.88,70.0,38.230000000000004,-5.0,-7.0,643.11
1968,3,2827.0,4,1,0.12,496.65,0.0,63.68000000000001,15.78,5.890000000000001,581.9999999999999
1956,2,2770.0,3,1,0.63,274.94,87.8,121.58,121.8,39.12,645.24
1962,2,2378.0,1,1,0.14,471.2,44.45,82.35,10.780000000000001,0.7800000000000011,609.56
1966,1,2494.0,4,1,0.2800000000000001,332.84,69.45,144.25,79.57,19.45,645.56
1967,3,2179.0,4,1,0.25999999999999995,462.53,48.900000000000006,94.24,28.56,14.89,649.1199999999999
1939,3,3530.0,3,0,0.71,214.15,550.65,183.59,59.790000000000006,23.34,1031.52
1993,2,1427.0,1,1,0.39,351.4,83.35,103.91,44.23,56.78999999999999,639.68
1980,3,2200.0,3,1,0.25,419.97,44.45,126.58,15.67,8.780000000000001,615.4499999999999
1977,4,1899.0,3,1,0.77,402.41,163.35,127.47,5.780000000000001,7.670000000000002,706.68
1987,3,1902.0,1,1,0.2800000000000001,215.04,205.05,209.15,60.790000000000006,45.01,735.04
1994,1,1119.0,2,1,0.41,38.44999999999999,636.525,197.26,125.19,16.89,1123.32
1978,2,1750.0,4,1,0.13,159.03,636.525,137.58,125.19,16.89,1227.8799999999999
1951,3,3678.0,4,0,0.65,292.39,197.25,216.82,32.34,7.0,745.8000000000001
1951,3,3190.0,4,1,0.54,221.82,73.9,305.39,22.56,22.45,646.12
1939,3,4139.0,1,0,0.79,154.14,249.5,365.18,-1.1099999999999994,15.89,783.5999999999999
1937,4,3947.0,4,0,0.91,280.83,176.15,196.48,17.67,67.9,739.03
1964,3,2703.0,3,1,0.18999999999999995,474.31,13.349999999999994,99.24,10.780000000000001,-5.0,592.68
1975,3,1989.0,3,1,0.96,291.5,48.900000000000006,251.27,25.56,1.8900000000000006,619.1199999999999
1975,2,1622.0,3,1,0.47,383.85,182.8,142.36,27.45,15.78,752.2400000000001
1986,3,1206.0,3,0,0.51,331.84,265.6,130.47,65.9,11.670000000000002,805.48
1953,2,3463.0,3,0,0.97,408.3,42.8,114.91,23.45,4.780000000000001,594.24
1975,2,2480.0,4,1,0.81,315.17,63.900000000000006,208.15,59.010000000000005,4.890000000000001,651.12
1969,3,2081.0,3,1,0.13,495.76,18.900000000000006,75.57,-5.0,-1.1099999999999994,584.12
1964,3,2537.0,1,1,0.24,485.87,-30.55000000000001,96.35,-1.1099999999999994,-2.110000000000003,548.4499999999999
1972,2,2768.0,2,1,0.81,202.15,133.9,268.83,49.12,58.12,712.12
1946,3,3905.0,1,0,0.65,251.49,281.15,273.83,10.780000000000001,21.67,838.92
1942,2,3710.0,3,0,0.66,185.37,398.4,155.03,48.12,119.79999999999998,906.7199999999999
1987,2,1845.0,3,1,0.77,227.93,558.45,119.91,63.900000000000006,77.57,1047.76
1964,3,2594.0,1,1,0.19999999999999996,508.32,-35.0,59.900000000000006,-5.9999999999999964,-2.110000000000003,525.11
1958,2,2689.0,4,0,0.86,248.38,92.8,265.05,24.45,25.56,656.24
1998,1,495.0,4,1,1.29,36.34000000000003,585.1,86.24,125.19,-1.1099999999999994,1048.0800000000002
1954,3,3337.0,4,1,1.01,390.63,192.25,159.14,0.8900000000000006,9.0,751.91
1985,3,1741.0,1,1,0.91,123.69,636.525,217.93,6.890000000000001,41.34,1490.6000000000001
1945,2,4641.0,4,0,1.0,167.7,285.05,234.49,95.13,34.56,816.9300000000001
1981,2,1813.0,4,1,0.0,321.128,0.0,199.66,31.25,34.406,586.444
1967,3,2600.0,1,1,0.66,272.83,312.85,121.69,73.68,31.23,812.2800000000002
1976,3,2308.0,1,1,0.67,279.61,186.15,202.26,14.78,57.12,739.92
1985,3,1101.0,1,1,1.05,204.15,264.5,246.49,36.34,48.01,799.49
1951,3,2988.0,1,1,1.19,206.04,-35.55000000000001,245.38,102.13,30.56,548.56
1988,3,1109.0,4,1,0.54,356.4,137.8,177.59,9.780000000000001,23.56,705.1299999999999
1995,1,731.0,4,1,0.35,81.45999999999998,636.525,46.22999999999999,125.19,77.35,1194.6799999999998
1971,3,2412.0,1,0,0.44,312.17,162.8,151.14,55.01,36.12,717.24
1978,2,2035.0,3,1,0.94,156.25,636.525,199.26,59.900000000000006,25.45,1196.01
1971,3,2126.0,4,1,1.15,532.21,-45.0,47.00999999999998,4.890000000000001,10.89,550.0
1938,3,4493.0,4,0,0.35,263.16,270.6,254.27,19.67,15.67,823.3699999999999
1985,3,2067.0,4,1,0.39,372.85,43.900000000000006,171.7,11.780000000000001,10.779999999999998,611.01
1975,3,2647.0,2,0,0.37,404.41,107.25,110.8,24.56,12.78,659.8
1977,3,1717.0,3,1,0.92,527.32,60.0,62.78999999999999,6.0,-10.0,646.11
1947,2,4258.0,4,0,1.0,181.48,122.25,284.72,47.01,37.34,672.8000000000001
1966,3,2623.0,1,1,1.26,532.21,-65.0,53.89999999999999,-3.0,1.0,519.11
1945,2,3954.0,2,0,1.0,233.6,206.7,265.94,36.45,21.67,764.36
1967,2,2730.0,4,1,0.39,350.62,141.15,127.58,39.34,38.23,696.9200000000001
1970,3,2704.0,4,1,0.08999999999999997,535.1,75.0,44.120000000000005,6.890000000000001,-2.110000000000003,659.0
1954,4,2713.0,4,0,0.71,258.27,206.7,268.83,18.56,-8.0,744.3599999999999
1988,3,1039.0,1,1,0.91,349.4,28.900000000000006,189.59,26.45,0.7800000000000011,595.12
1968,3,2494.0,3,1,0.19999999999999996,480.2,28.900000000000006,86.35,-0.10999999999999588,7.780000000000001,603.12
1957,2,3307.0,4,1,1.01,318.95,340.05,188.48,11.780000000000001,15.78,875.04
1964,2,2760.0,1,1,0.17000000000000004,498.65,-70.0,71.68,8.779999999999998,7.890000000000001,517.0
1992,2,1391.0,4,1,1.0,91.24000000000001,546.2,227.6,60.010000000000005,110.91,1035.96
1935,3,4475.0,3,0,0.45,111.80000000000001,339.5,268.83,106.91,12.56,839.5999999999999
1992,3,1157.0,4,1,1.11,239.49,156.15,231.71,41.12,38.45,706.9200000000001
1942,3,4243.0,2,0,0.42,337.73,18.349999999999994,216.04,-1.1099999999999994,10.67,581.68
1994,1,611.0000000000002,1,1,0.89,29.560000000000002,636.525,167.92,15.78,122.525,1518.84
1995,1,1984.0,3,0,0.73,167.7,235.05,222.93,125.19,23.78,785.0400000000001
1961,2,3201.0,4,1,0.37,335.62,57.8,171.81,26.45,23.56,615.24
1970,1,2770.0,4,1,0.35,331.73,162.25,94.35,63.790000000000006,71.79,723.91
1997,2,939.0,4,1,0.78,55.89999999999998,636.525,154.14,125.19,94.46,1287.6799999999998
1991,3,1653.0,1,1,0.36,179.7,546.2,168.7,54.9,94.46,1043.96
1976,1,1376.0,3,1,0.96,302.28,412.85,130.47,49.01,8.780000000000001,903.39
1968,3,2606.0,1,0,0.32999999999999996,464.42,118.35,72.68,20.67,12.56,688.68
1988,3,1354.0,4,1,0.19999999999999996,376.07,47.8,125.69,39.34,27.34,616.24
1961,4,3256.0,1,0,0.48,398.74,192.8,145.14,12.889999999999999,14.78,764.3499999999999
1981,3,1897.0,1,1,0.36,392.52,39.45,176.7,3.0,-0.10999999999999943,611.56
1996,1,336.0,1,1,0.86,26.44999999999999,298.4,61.00999999999999,125.19,122.525,819.7199999999999
1955,2,3625.0,4,0,0.15000000000000002,182.59,564.0,110.02,43.23,122.525,1038.0900000000001
1939,3,4465.0,4,0,0.3,338.73,187.25,175.81,43.23,4.780000000000001,749.8
1948,3,4080.0,1,0,0.25,382.85,177.8,140.36,20.56,18.67,740.24
1949,2,3409.0,4,1,0.44,328.84,15.0,136.58,63.790000000000006,60.79,604.9999999999999
1946,2,3487.0,1,0,0.44,325.06,-30.55000000000001,202.15,17.56,45.34,559.56
1958,1,2458.0,4,1,1.06,322.17,401.2,101.24,54.01,36.34,914.96
1953,2,3448.0,1,1,0.2800000000000001,393.63,48.349999999999994,128.58,23.56,35.56,629.6800000000001
1954,3,3370.0,3,1,1.07,342.62,280.6,108.13,59.900000000000006,36.34,827.59
1959,1,3123.0,4,0,1.1,202.15,401.75,145.25,29.34,120.79999999999998,899.29
1981,3,1879.0,4,1,0.24,235.6,457.85,127.69,47.01,103.13,971.2800000000001
1977,1,2196.0,1,1,0.73,204.26,234.5,178.81,24.45,118.58,760.6
1972,3,2398.0,4,1,1.04,428.19,8.900000000000006,135.36,1.8900000000000006,21.78,596.12
1940,1,4055.0,2,0,0.53,232.6,529.0,119.8,49.12,82.68,1013.2
1958,3,2049.0,1,1,1.14,475.31,-40.55000000000001,91.35,20.67,17.78,564.56
1952,3,4010.0,2,1,0.84,165.92,192.25,260.05,67.79,68.79,754.8
1948,2,3568.0,4,0,1.03,71.57000000000002,629.55,181.7,125.19,31.34,1104.6399999999999
1978,4,1843.0,1,1,0.87,433.86,84.45,135.47,4.780000000000001,10.0,668.5600000000001
1971,2,1942.0,2,1,0.35,306.28,73.35,222.82,15.67,11.559999999999999,629.68
1957,4,3214.0,1,1,0.15000000000000002,303.28,549.55,147.36,-1.9999999999999964,26.45,1024.6399999999999
1992,3,1936.0,4,1,0.97,185.59,450.65,269.05,-5.9999999999999964,39.34,938.63
1980,2,2604.0,1,1,0.61,352.4,313.95,104.02,35.23,26.56,832.1599999999999
1949,4,3757.2000000000003,1,0,0.87,225.6,0.0,268.45,19.56,13.56,527.1699999999998
1983,2,1121.0,2,1,0.89,98.24000000000001,116.7,306.39,17.56,122.525,664.3599999999999
1956,1,4184.0,4,1,0.82,290.61,74.45,121.58,68.79,112.13,667.56
1948,1,3493.0,4,0,0.56,155.14,323.4,143.36,122.57999999999998,92.35,836.83
1937,4,4234.0,4,0,0.39,274.94,163.35,278.72,5.890000000000001,10.89,733.79
1962,3,2844.0,4,1,0.21999999999999997,399.52,112.8,141.36,23.67,11.890000000000002,689.2399999999999
1947,3,3455.0,4,0,1.34,161.81,78.9,196.26,125.19,90.46,657.1200000000001
1961,3,2587.0,4,1,1.0,506.65,30.0,73.57,1.8900000000000006,10.89,623.0
1970,1,2578.0,4,1,1.03,427.86,-11.099999999999994,107.91,17.67,22.78,565.1199999999999
1982,1,2339.0,4,1,0.79,206.26,501.75,175.7,101.13,19.45,1004.2900000000001
1992,2,968.0,3,1,1.0,87.35,211.15,361.29,11.670000000000002,76.46,747.92
1962,3,2688.0,1,1,1.06,533.99,-30.0,52.00999999999998,3.0,-2.421999999999997,556.578
1966,4,2701.0,4,1,1.16,559.44,-45.0,28.560000000000002,3.0,-2.0,544.0
1988,2,1698.0,4,1,0.74,132.36,391.75,224.93,113.02,43.34,905.4
1942,2,4076.0,1,0,0.79,116.91,397.85,209.04,81.56999999999998,118.91,924.2799999999999
1951,3,3042.0,3,1,1.06,490.87,-10.550000000000011,84.46,11.889999999999999,-3.1099999999999994,573.56
1980,4,2117.0,1,1,0.91,407.52,62.8,168.92,7.0,3.0,649.24
1957,3,2562.0,2,1,0.97,349.51,59.45,209.15,18.78,16.67,653.56
1967,4,1858.0,4,1,0.92,514.54,39.45,60.900000000000006,8.89,9.89,633.67
1953,3,3930.0,2,0,0.69,305.39,201.15,214.15,7.780000000000001,33.45,761.92
1937,3,4319.0,4,0,0.45,210.04,192.25,293.5,42.23,0.7800000000000011,738.8
1982,2,1626.0,3,1,1.0,280.61,108.9,215.82,21.56,48.23,675.1199999999999
1938,3,3553.0,1,0,0.91,229.82,93.9,310.17,32.45,14.89,681.2300000000001
1963,3,2998.0,3,1,0.32,468.42,102.8,71.68,19.67,22.67,685.24
1973,4,2456.0,1,1,0.18999999999999995,476.09,-45.0,104.02,7.0,-2.0,540.11
1955,2,3100.0,1,0,0.68,233.6,358.95,208.04,42.34,32.23,875.16
1966,3,2872.0,4,1,1.06,527.32,-20.55000000000001,60.900000000000006,3.0,7.890000000000001,578.5600000000001
1945,2,4016.0,3,1,0.99,496.65,97.8,49.12000000000002,15.67,8.0,667.2399999999999
1937,2,3892.0,4,0,0.91,287.61,38.349999999999994,194.48,54.01,42.23,616.6800000000001
1943,4,3085.0,2,1,0.36,480.09,-55.0,92.24,18.78,3.8900000000000006,539.9999999999999
1959,3,2150.0,4,1,1.01,549.55,15.0,25.560000000000002,4.0,2.0,596.1099999999999
1963,1,2234.0,2,1,0.92,508.43,64.45,63.900000000000006,0.8900000000000006,11.890000000000002,649.56
1961,3,3084.0,4,1,0.14,490.76,5.0,63.68000000000001,7.780000000000001,18.78,586.0
1992,4,1654.0,1,1,0.52,276.72,93.35,210.93,41.34,36.45,658.7900000000001
1956,3,3005.0,4,0,0.98,448.75,38.349999999999994,106.13,27.56,15.89,636.68
1960,3,2698.0,1,1,0.85,416.41,62.8,111.8,6.780000000000001,23.34,621.13
1973,3,2133.0,1,1,1.12,479.09,-35.0,108.01999999999998,-5.0,6.0,553.1099999999999
1993,2,827.0,3,1,0.44,264.16,132.25,261.05,24.67,27.67,709.8
1941,3,3446.0,4,0,0.69,229.71,226.7,239.49,35.23,41.23,772.36
1981,3,1206.0,4,1,0.98,233.49,197.25,269.83,20.56,16.56,737.6899999999998
1985,2,1688.0,1,1,0.89,108.91,309.5,176.59,125.19,28.67,838.7099999999999
1980,3,2526.0,3,1,0.39999999999999997,351.4,33.349999999999994,177.59,17.56,2.8900000000000006,582.79
1994,2,1314.0,3,0,0.67,91.13,157.25,225.82,125.19,99.24,711.8
1970,3,2193.0,4,1,1.0,489.87,13.349999999999994,59.78999999999999,6.780000000000001,15.89,585.68
1995,2,1148.0,3,1,0.9,88.24000000000001,411.75,177.81,125.19,24.45,910.4
1982,1,1368.0,1,1,0.21999999999999997,152.03,298.4,174.7,97.13,83.46,805.7199999999999
1997,2,864.0,1,1,1.03,84.45999999999998,166.7,218.04,110.02,122.525,730.3599999999999
1995,2,809.0,1,0,0.75,41.23000000000002,53.900000000000006,177.81,125.19,67.9,650.12
1982,1,2027.0,1,1,0.63,322.17,309.5,114.91,47.12,67.79,861.49
1950,3,3061.0,1,0,0.53,209.26,18.349999999999994,288.5,37.34,30.34,583.7900000000001
1956,2,2773.0,4,1,0.61,280.94,127.25,197.37,91.35,-12.0,684.91
1952,3,2730.0,1,1,0.69,358.4,280.05,141.36,28.56,23.78,832.15
1974,2,2110.0,1,1,0.97,286.58799999999997,82.25,238.6,13.67,23.45,644.558
1949,2,3509.0,2,0,0.59,170.7,161.15,229.6,5.780000000000001,113.69,680.9200000000001
1957,3,3457.0,1,1,0.94,363.29,156.15,122.8,45.23,36.45,723.9200000000001
1989,3,784.0,3,1,0.66,286.72,304.5,101.13,104.02,53.23,849.6
1970,3,2433.0,1,1,0.52,321.84,83.9,238.6,3.8900000000000006,3.8900000000000006,652.12
1964,3,3064.0,3,1,0.52,326.73,122.8,184.7,41.23,-4.109999999999999,671.35
1987,3,1235.0,1,1,0.51,174.7,250.6,291.5,58.900000000000006,28.67,804.3699999999999
1982,3,1840.0,4,1,0.61,262.05,13.900000000000006,243.38,16.56,50.12,586.01
1961,2,3004.0,1,0,0.16000000000000003,443.64,72.25,86.24,5.890000000000001,12.78,620.8
1956,1,3370.0,3,1,0.88,221.04,455.1,158.03,83.46,29.45,947.08
1962,2,2573.0,3,1,0.20999999999999996,341.73,261.15,164.81,18.67,15.67,802.03
1954,3,3811.0,3,1,0.87,383.96,122.8,145.25,22.67,13.56,688.2399999999999
1992,2,1049.0,4,1,0.58,60.78999999999999,300.6,272.05,100.13,110.91,844.48
1976,2,2302.0,1,1,0.9,428.86,53.900000000000006,124.69,16.78,7.890000000000001,632.12
1935,2,3859.0,3,0,0.25,144.47,358.95,178.59,125.19,50.01,898.05
1991,2,1700.0,2,1,0.99,202.04,221.7,281.61,8.89,59.12,773.36
1988,3,1676.0,4,1,0.65,230.82,82.25,240.38,73.56999999999998,-5.110000000000003,621.91
1959,4,3289.0,4,0,0.44,343.51,38.349999999999994,192.48,28.45,-4.0,598.7900000000001
1968,3,2537.0,2,1,0.94,495.65,52.8,62.900000000000006,-5.0,-2.0,604.3499999999999
1944,2,4155.0,4,0,0.63,126.57999999999998,392.85,215.82,105.02,62.01,902.28
1968,4,2819.0,4,1,1.05,566.33,10.0,16.670000000000016,-5.9999999999999964,-10.0,577.0
1964,3,2864.0,3,1,0.07999999999999996,529.1,-45.55000000000001,41.11999999999999,4.577999999999999,-6.0,523.2479999999999
1947,3,3555.0,4,0,1.04,425.97,-15.550000000000011,151.25,2.0,7.890000000000001,571.5600000000001
1971,3,1789.0,3,1,0.13,541.99,4.449999999999989,47.230000000000004,8.89,6.0,608.5600000000001
1980,3,1155.0,1,1,0.15000000000000002,524.21,40.0,58.00999999999999,10.889999999999999,-0.10999999999999943,633.0
1954,1,2861.0,1,1,0.38,326.95,93.35,108.91,78.46,46.01,653.68
1976,3,1645.0,1,1,1.13,517.43,-25.0,77.68,-3.0,-6.109999999999999,560.9999999999999
1989,2,1051.0,4,1,0.99,166.03,617.9,233.49,33.34,19.56,1070.32
1948,3,4042.0,4,1,0.17999999999999994,396.41,186.7,116.69,15.78,29.67,745.2499999999999
1950,4,3553.0,1,0,0.76,374.18,176.7,168.7,5.890000000000001,3.8900000000000006,729.3599999999999
1936,2,3919.0,1,0,0.21999999999999997,407.3,133.35,141.47,15.78,6.670000000000002,704.5699999999999
1974,2,2544.0,3,1,0.45,345.4,94.45,189.59,-5.9999999999999964,35.12,658.56
1975,3,1828.0,4,1,0.9,499.54,69.45,73.68,2.8900000000000006,4.0,649.5600000000001
1997,1,665.0,3,1,0.32,47.12000000000003,636.525,98.13,18.56,122.525,1209.8799999999999
1979,3,2390.0,4,1,1.05,464.42,-35.55000000000001,113.8,5.0,8.0,555.67
1989,3,1853.0,1,1,0.69,192.59,72.25,314.17,24.45,24.45,627.9100000000001
1953,2,3238.0,2,0,1.0,280.94,28.349999999999994,155.14,89.45999999999998,76.79,630.6799999999998
1943,2,3685.6000000000004,2,0,1.02,363.29,0.0,154.14,47.23,13.56,578.22
1971,2,2317.0,4,0,0.56,166.81,441.2,181.48,104.13,33.34,926.96
1955,2,2947.0,4,1,0.94,263.16,131.7,170.7,32.45,90.35,688.36
1954,2,3638.0,4,1,1.14,270.94,3.9000000000000057,95.24,125.19,62.68,577.12
1977,3,1293.0,1,1,0.98,479.2,34.45,81.35,26.56,15.89,637.4499999999999
1991,2,1401.0,3,1,0.32,115.01999999999998,465.65,192.26,85.45999999999998,104.13,962.5199999999999
1986,3,1446.0,1,1,1.07,338.51,138.35,177.59,45.23,3.0,702.6800000000001
1977,3,1604.0,1,1,0.89,166.81,314.5,246.38,45.23,72.68,845.6000000000001
1945,3,4001.0,4,0,0.38,294.5,52.8,238.49,20.67,14.78,621.2399999999999
1979,3,1877.0,4,1,0.99,387.63,19.450000000000003,163.81,12.78,17.78,601.4499999999999
1982,3,1972.0,3,1,0.82,184.59,186.7,301.39,48.23,36.45,757.36
1963,4,2488.0,2,1,0.09999999999999998,538.1,-30.0,48.00999999999999,-3.9999999999999964,9.0,561.11
1985,3,1766.0,4,1,0.44,223.82,216.7,297.5,-1.1099999999999994,39.45,776.36
1995,1,1138.0,4,0,0.17999999999999994,62.78999999999999,636.525,83.46,64.9,122.525,1173.44
1959,3,3301.0,4,1,0.17000000000000004,211.93,634.0,162.92,5.780000000000001,64.256,1078.886
1996,1,768.0,1,1,1.0,38.34000000000003,181.7,103.13,125.19,122.525,751.3599999999999
1968,2,2896.0,1,1,0.58,349.29,-25.55000000000001,147.36,58.010000000000005,30.45,559.5600000000001
1955,3,2838.0,3,1,0.3,443.53,108.35,76.46,15.67,15.67,659.68
1945,2,4091.0,1,0,0.92,156.03,280.05,224.93,71.68,88.35,821.0400000000001
1976,2,2646.0,4,1,0.18999999999999995,497.65,49.45,63.68000000000001,2.8900000000000006,-1.1099999999999994,612.56
1983,3,2066.0,1,1,1.03,416.41,23.349999999999994,157.03,3.8900000000000006,12.0,612.68
1992,2,2661.0,4,1,0.76,244.49,295.05,174.81,80.46,39.23,834.04
1981,4,1914.0,3,1,1.08,362.29,43.349999999999994,122.8,33.34,48.89999999999999,610.68
1964,2,2232.0,4,1,0.84,416.19,94.45,144.25,3.8900000000000006,7.780000000000001,666.56
1945,2,3828.0,2,0,0.66,237.6,271.15,188.37,77.56999999999998,38.23,812.92
1994,2,650.0,1,1,0.72,267.83,78.9,114.91,7.0,122.525,653.12
1998,1,521.0,3,1,1.09,47.12000000000003,636.525,206.26,115.91,10.67,1455.1600000000003
1984,3,1451.0,4,1,0.36,355.51,18.900000000000006,181.59,19.56,13.56,589.1199999999999
1977,3,2242.0,1,0,0.67,275.72,471.2,167.92,-1.9999999999999964,46.23,959.07
1951,2,3999.0,1,1,1.03,278.94,205.05,165.92,39.23,64.9,754.04
1945,2,3519.0,4,0,1.06,184.37,-30.55000000000001,317.95,34.45,39.34,545.56
1951,3,3660.0,4,0,1.03,409.52,-6.099999999999994,161.14,5.780000000000001,16.358,586.6979999999999
1994,1,644.0000000000002,4,0,1.05,71.57000000000002,636.525,146.14,81.34999999999998,122.525,1177.0
1975,4,2319.0,4,0,1.03,273.83,378.95,171.7,36.34,24.34,885.1600000000001
1994,2,1830.0,3,1,1.0,74.68000000000004,613.45,209.93,5.890000000000001,122.525,1060.8700000000001
1959,2,2910.0,1,0,0.3,378.74,132.8,140.36,25.56,19.67,697.13
1967,2,2504.0,2,1,0.47,394.74,146.7,149.14,-5.9999999999999964,14.78,699.36
1995,1,1394.0,1,1,1.06,162.92,412.3,123.69,106.91,108.02,913.84
1996,1,792.0000000000002,4,1,0.38,54.78999999999999,564.0,129.47,125.19,122.525,1019.2
1947,3,3647.0,3,0,0.39,195.48,366.75,274.94,23.45,23.78,884.4000000000001
1960,3,3733.0,4,1,1.05,297.39,251.15,201.15,-1.1099999999999994,39.45,788.03
1942,2,4513.0,3,0,0.71,325.95,172.8,160.03,44.23,38.23,741.24
1939,2,4480.0,4,1,0.18999999999999995,394.52,255.6,93.35,53.01,-1.0,795.48
1959,3,3256.0,4,1,0.83,452.53,133.9,102.02,11.889999999999999,0.7800000000000011,701.1199999999999
1990,3,1054.0,4,1,0.69,371.07,205.6,93.35,52.9,25.56,748.4799999999999
1965,1,2242.0,2,1,0.13,497.65,8.900000000000006,60.900000000000006,11.670000000000002,-5.110000000000003,574.0099999999999
1978,2,1779.0,1,0,1.03,207.26,608.45,211.04,29.56,41.45,1097.76
1944,3,3823.0,1,1,1.0,415.25600000000003,58.900000000000006,142.36,18.67,18.78,653.966
1979,2,1428.0,1,1,0.54,326.95,19.450000000000003,170.81,50.01,35.34,602.5600000000001
1971,3,2247.0,4,1,0.79,446.75,163.35,117.69,2.0,-12.0,717.79
1939,3,3628.0,4,0,1.0,222.71,142.8,314.06,8.779999999999998,10.89,699.2399999999999
1939,2,4142.0,2,0,0.24,264.05,191.15,178.59,54.12,49.01,736.9200000000001
1948,2,3693.0,4,0,1.07,121.57999999999998,408.4,297.39,77.68,17.56,922.6099999999999
1972,2,1768.0,3,1,1.04,350.51,128.9,209.15,4.890000000000001,23.56,717.0099999999999
1956,3,3746.0,4,1,0.45,179.48,366.75,212.04,24.56,60.68,843.5099999999999
1977,3,1847.0,1,1,0.99,343.51,133.9,211.93,8.89,10.89,709.1199999999999
1998,1,481.9999999999998,4,1,1.06,103.24000000000001,362.85,280.83,48.23,105.13,900.2800000000001
1949,2,3804.0,4,0,1.06,166.7,509.55,239.49,60.010000000000005,2.8900000000000006,978.64
1943,3,3806.0,4,1,0.0,499.76,-25.55000000000001,89.884,22.56,2.0,588.6539999999999
1993,1,1317.0,1,0,0.3,28.560000000000002,636.525,182.7,2.0,122.525,1591.63
1961,2,2356.0,3,1,0.39999999999999997,151.36,393.95,158.14,117.91,105.8,927.1599999999999
1972,3,1994.0,4,1,0.98,505.43,45.0,60.78999999999999,1.8900000000000006,13.889999999999999,627.0
1950,2,3678.0,1,0,0.92,90.45999999999998,636.525,217.93,125.19,13.889999999999999,1237.0000000000002
1993,3,1646.0,4,1,0.88,153.25,636.525,166.92,84.35,20.45,1290.12
1972,4,2451.0,1,0,1.0,559.66,30.0,31.44999999999999,6.0,-11.0,616.1099999999999
1945,2,3392.0,4,0,0.88,354.4,161.15,100.02,74.67999999999999,24.67,714.9199999999998
1987,4,1522.0,4,1,0.41,398.63,128.35,155.03,14.67,-11.0,685.68
1976,3,1800.0,4,1,0.78,378.96,211.7,85.35,60.010000000000005,39.34,775.36
1986,3,1153.0,3,1,1.03,390.85,-16.099999999999994,179.59,1.8900000000000006,4.890000000000001,561.12
1957,3,3380.0,1,1,0.58,274.72,170.6,156.03,22.56,84.46,708.37
1961,3,2793.0,1,0,1.54,302.17,-75.0,165.03,-1.9999999999999964,119.91,510.11
1940,3,4589.0,4,0,0.57,282.61,24.450000000000003,236.49,26.45,30.56,600.56
1975,3,1611.0,2,1,0.58,332.84,202.25,186.59,26.45,35.56,783.69
1988,4,1301.0,1,1,1.05,463.31,14.450000000000003,59.900000000000006,31.45,18.45,587.5600000000001
1992,3,1312.0,4,1,0.87,381.74,118.35,93.35,34.34,54.79,682.57
1948,3,3105.0,3,0,0.62,199.15,364.5,184.59,75.68,61.68,885.6
1962,2,2837.0,1,1,1.0,442.75,3.9000000000000057,107.02,6.890000000000001,19.56,580.1199999999999
1998,2,895.0,1,0,1.03,45.120000000000005,604.55,136.47,108.02,122.525,1081.6399999999999
